customer_bkey,cust_marital_status,cust_area,age_days,acct_curr_crlimit,med_monthly_tran_amt_12_effective,acct_num_cards_classic_12,acct_num_cards_platinum_12,tot_tran_amt_child_effective,tot_tran_amt_pharm_hosp_effective,tot_tran_amt_auto_effective,acct_avail_cash,acct_dayssince_first_acct_open,cust_amla_rind,cust_unsup_seg,score,quantil_rank
470,D,Abra,6205,3121.0,366.0,2,0,816.0,1172.0,580.0,2535.0,730,N,2,0.51,1
471,M,Camiguin,5840,10602.0,421.0,3,0,92.0,2498.0,1947.0,751.0,730,H,4,0.54,1
472,M,Guimaras,1460,25781.0,286.0,1,1,448.0,291.0,613.0,12797.0,0,U,4,0.55,1
473,M,Bulacan,1460,66562.0,920.0,1,0,1246.0,832.0,2802.0,11297.0,365,L,2,0.58,2
474,D,Manila,22466,59594.0,2946.0,1,0,2260.0,1395.0,5520.0,32031.0,0,H,-1,0.85,9
475,D,Batanes,20276,24281.0,1969.0,1,1,551.0,2542.0,1658.0,882.0,1095,U,-1,0.67,5
476,M,Cebu,3650,462.0,838.0,2,0,1189.0,1477.0,652.0,37312.0,0,N,4,0.54,1
477,U,Nueva Vizcaya,9125,10180.0,978.0,2,2,240.0,58.0,270.0,361.0,3650,U,2,0.54,1
478,M,Bulacan,1095,1979.0,134.0,0,0,531.0,1152.0,1553.0,19078.0,730,N,3,0.44,0
479,M,Guimaras,6570,20828.0,2676.0,2,1,842.0,1823.0,1.0,18906.0,1825,L,4,0.69,6
480,M,Catanduanes,21371,15172.0,1072.0,2,1,128.0,2512.0,19.0,23359.0,0,H,1,0.79,9
481,M,Misamis Oriental,3285,14281.0,295.0,3,0,685.0,93.0,237.0,17297.0,4745,U,-1,0.61,3
482,M,La Union,1095,5863.0,542.0,2,0,254.0,948.0,811.0,32406.0,730,L,7,0.5,1
483,M,Abra,365,6832.0,1695.0,3,1,2984.0,200.0,1547.0,6008.0,365,N,7,0.34,0
484,S,Davao del Norte,1460,55094.0,776.0,2,1,1409.0,2920.0,202.0,9797.0,2555,L,4,0.56,2
485,M,Bohol,5475,59000.0,856.0,2,2,590.0,3032.0,345.0,72938.0,1095,N,4,0.78,8
486,D,Bukidnon,730,37406.0,1259.0,1,1,440.0,2150.0,1335.0,6215.0,730,N,-1,0.46,0
487,M,Batangas,4015,22438.0,2610.0,1,0,2.0,2784.0,524.0,2484.0,730,N,7,0.57,2
488,M,Camiguin,14965,1198.0,1197.0,2,1,1492.0,557.0,2324.0,928.0,3650,L,2,0.55,2
489,S,Kalinga-Apayao,6205,11445.0,2544.0,3,0,2376.0,48.0,70.0,1650.0,3285,L,4,0.56,2
490,M,Guimaras,4380,12164.0,1997.0,2,0,1020.0,777.0,1570.0,9867.0,2190,U,6,0.6,3
491,D,Mindoro Occidental,4380,4145.0,756.0,2,0,438.0,847.0,1191.0,1033.0,2920,L,2,0.47,0
492,M,Ilocos Sur,8760,67250.0,1606.0,1,1,2968.0,744.0,4244.0,1740.0,730,U,4,0.68,6
493,D,Batangas,5110,25172.0,1836.0,4,0,119.0,7550.0,840.0,25250.0,365,L,1,0.67,5
494,M,Guimaras,1825,1343.0,204.0,2,1,1121.0,1802.0,52.0,8211.0,4380,L,2,0.44,0
495,M,Masbate,4745,6453.0,2178.0,2,1,233.0,264.0,2430.0,61438.0,730,U,4,0.66,5
496,U,Quezon Province,1095,692.0,18.0,1,0,210.0,2260.0,2044.0,8289.0,730,U,2,0.36,0
497,U,Catanduanes,30496,67438.0,1895.0,1,0,1320.0,63.0,1877.0,2158.0,2555,N,5,0.77,8
498,M,Catanduanes,1825,36281.0,54.0,2,0,780.0,1366.0,186.0,56281.0,730,H,1,0.65,4
499,D,Capiz,4015,12789.0,656.0,3,2,378.0,215.0,312.0,7012.0,5840,U,2,0.56,2
500,S,Maguindanao,365,23734.0,2868.0,4,0,87.0,222.0,639.0,3801.0,730,N,-1,0.37,0
501,M,Sarangani,25915,23078.0,185.0,2,0,266.0,91.0,3154.0,9938.0,5475,U,2,0.79,9
502,D,Quezon Province,6205,75688.0,1593.0,1,0,26.0,2190.0,330.0,48531.0,1095,L,2,0.76,8
503,D,Sorsogon,14965,3109.0,997.0,3,3,737.0,811.0,1432.0,45812.0,5840,L,-1,0.71,7
504,M,Masbate,15695,39344.0,360.0,1,0,550.0,1084.0,2210.0,58219.0,730,L,1,0.84,9
505,M,Manila,13870,78188.0,618.0,2,0,390.0,175.0,558.0,5973.0,0,L,2,0.77,8
506,D,Zamboanga Del Sur,2920,68000.0,552.0,2,0,946.0,720.0,802.0,18016.0,1460,N,6,0.65,5
507,M,Maguindanao,5110,34156.0,558.0,1,2,90.0,1397.0,281.0,15789.0,3285,U,2,0.68,6
508,D,Surigao del Norte,1460,7551.0,1377.0,1,2,898.0,166.0,812.0,28797.0,4745,U,7,0.51,1
509,O,Sarangani,11680,3762.0,107.0,4,0,1847.0,277.0,1496.0,6684.0,2555,U,4,0.61,3
510,M,Misamis Occidental,4380,16703.0,3488.0,2,0,3710.0,524.0,958.0,27859.0,0,L,2,0.66,5
511,M,Maguindanao,-18980,72000.0,96.0,1,0,584.0,1678.0,528.0,38125.0,365,U,7,0.87,9
512,U,Cagayan,8395,32656.0,1048.0,2,0,716.0,1002.0,210.0,1347.0,2190,L,2,0.61,3
513,M,Manila,2190,3326.0,654.0,0,0,477.0,2020.0,249.0,3941.0,365,L,1,0.45,0
514,D,Zamboanga Del Sur,20075,3229.0,17.0,1,1,919.0,3106.0,3350.0,25484.0,1095,L,6,0.71,7
515,M,Isabela,730,9516.0,5.0,2,0,599.0,967.0,811.0,3473.0,730,N,1,0.39,0
516,M,Mindoro Occidental,2190,1968.0,1089.0,4,0,1172.0,1039.0,101.0,11914.0,5840,H,4,0.48,0
517,S,Bohol,730,11617.0,148.0,0,1,833.0,671.0,3744.0,30344.0,1095,H,5,0.48,0
518,O,Bulacan,2920,51688.0,262.0,2,1,4216.0,990.0,629.0,23500.0,2190,U,4,0.64,4
519,S,Manila,4380,11930.0,1395.0,1,0,1200.0,1805.0,560.0,2871.0,1825,N,1,0.55,1
520,U,Metropolitan Manila,1825,13250.0,22.0,1,2,8.0,276.0,1973.0,12391.0,730,L,2,0.51,1
521,S,Antique,8395,7047.0,179.0,1,1,1370.0,616.0,78.0,18625.0,2190,N,1,0.66,5
522,S,Manila,10950,4523.0,184.0,0,1,486.0,90.0,6.0,458.0,4380,N,4,0.55,1
523,M,Catanduanes,5475,21578.0,806.0,2,1,602.0,1112.0,362.0,5676.0,2920,L,1,0.62,4
524,S,Marinduque,5110,6242.0,670.0,2,3,468.0,2190.0,2990.0,22891.0,2190,U,5,0.62,3
525,D,Davao Oriental,12410,9758.0,1839.0,0,0,672.0,2660.0,880.0,322.0,1825,N,1,0.57,2
526,D,Maguindanao,1825,5770.0,124.0,1,1,911.0,705.0,302.0,45531.0,5475,L,1,0.54,1
527,D,Davao Oriental,24090,8555.0,1348.0,0,2,100.0,950.0,956.0,7820.0,2190,N,-1,0.71,7
528,S,Cagayan,2555,8992.0,212.0,1,0,197.0,560.0,58.0,328.0,365,H,1,0.44,0
529,M,Isabela,2555,19062.0,42.0,2,0,377.0,352.0,3300.0,10555.0,2190,N,2,0.57,2
530,U,Nueva Ecija,365,6547.0,3090.0,0,0,779.0,970.0,1196.0,23672.0,4745,U,4,0.37,0
531,M,Agusan Del Sur,14235,9984.0,274.0,3,0,2.0,40.0,1555.0,3939.0,730,L,2,0.66,5
532,D,Basilan,3650,63500.0,2856.0,1,0,174.0,742.0,3008.0,58531.0,1095,H,2,0.72,7
533,U,Sarangani,1825,29812.0,1838.0,0,2,562.0,389.0,330.0,48219.0,730,L,1,0.61,3
534,M,Ilocos Sur,13505,14414.0,292.0,3,2,516.0,679.0,208.0,95500.0,2190,U,2,0.81,9
535,M,Siquijor,4015,6711.0,725.0,1,0,1162.0,352.0,284.0,7352.0,2190,N,4,0.56,2
536,M,Zamboanga Del Norte,14235,75375.0,88.0,2,1,2690.0,722.0,88.0,19328.0,365,L,2,0.82,9
537,M,Nueva Ecija,11680,23219.0,807.0,2,0,800.0,996.0,2290.0,1361.0,3285,L,1,0.65,5
538,U,Davao del Norte,2920,15633.0,604.0,1,0,286.0,616.0,1288.0,6938.0,12045,L,2,0.54,1
539,M,Davao del Norte,14235,37625.0,3550.0,1,2,11.0,1203.0,1947.0,7438.0,365,L,4,0.74,8
540,M,Biliran,1095,11875.0,189.0,2,0,286.0,103.0,956.0,44531.0,1095,L,-1,0.54,1
541,W,Kalinga-Apayao,2555,11742.0,656.0,4,0,138.0,78.0,784.0,24547.0,1095,L,3,0.59,3
542,D,Davao del Norte,6570,16406.0,1219.0,2,0,14.0,1980.0,1129.0,343.0,0,N,1,0.54,1
543,M,Zamboanga Del Sur,16790,14336.0,641.0,2,1,480.0,254.0,980.0,10117.0,730,U,4,0.73,7
544,M,Basilan,20641,38438.0,1933.0,3,2,1270.0,831.0,1123.0,1112.0,365,N,5,0.72,7
545,U,Nueva Ecija,2920,5941.0,4160.0,2,0,3910.0,1683.0,972.0,11422.0,2920,N,5,0.52,1
546,S,Lanao Del Norte,730,45656.0,1390.0,1,2,1345.0,338.0,386.0,3604.0,1095,N,4,0.45,0
547,U,Mindoro Occidental,2555,23125.0,43.0,2,1,1381.0,920.0,2996.0,18594.0,365,N,-1,0.58,2
548,D,Sorsogon,2190,2354.0,858.0,3,1,29.0,296.0,358.0,23953.0,1460,L,1,0.5,1
549,U,Marinduque,2190,30141.0,1262.0,1,1,58.0,3030.0,540.0,10359.0,1825,N,2,0.56,2
550,D,Manila,8760,8258.0,2041.0,3,1,2116.0,290.0,2454.0,12961.0,0,H,-1,0.64,4
551,D,Guimaras,15330,4875.0,484.0,1,0,91.0,2112.0,23.0,11641.0,365,N,2,0.67,5
552,D,Basilan,16060,547.0,237.0,3,1,920.0,869.0,2554.0,22484.0,1460,L,7,0.64,4
553,U,Leyte,6205,17719.0,910.0,1,0,846.0,1048.0,984.0,3262.0,8760,H,4,0.58,2
554,S,Catanduanes,2190,55406.0,56.0,0,0,47.0,2244.0,183.0,3623.0,730,N,2,0.56,2
555,D,Isabela,5110,10805.0,25.0,1,1,1605.0,1603.0,1831.0,24766.0,3650,L,2,0.63,4
556,M,Manila,1095,45688.0,2140.0,2,0,348.0,2660.0,1524.0,25547.0,1460,L,3,0.58,2
557,M,Southern Leyte,730,450.0,88.0,1,0,122.0,3.0,424.0,1545.0,365,L,6,0.28,0
558,D,Maguindanao,21900,68.0,216.0,2,0,1047.0,5492.0,1340.0,8969.0,3285,U,1,0.61,3
559,D,Lanao Del Norte,9125,11211.0,1397.0,0,1,530.0,24.0,5624.0,19938.0,730,N,4,0.68,6
560,U,Metropolitan Manila,2190,7145.0,1939.0,1,1,1491.0,23.0,375.0,31375.0,2555,N,2,0.54,1
561,S,Quezon Province,16425,9953.0,727.0,2,0,786.0,654.0,766.0,23688.0,1095,L,4,0.74,8
562,S,Masbate,4380,28344.0,1848.0,2,0,295.0,1912.0,460.0,30297.0,365,H,4,0.68,6
563,U,Basilan,3285,5199.0,87.0,2,0,648.0,2282.0,1185.0,16141.0,4745,H,2,0.54,1
564,D,Camarines Norte,10220,2408.0,3416.0,4,1,648.0,734.0,1559.0,9266.0,1460,L,6,0.6,3
565,S,Negros Occidental,10585,3248.0,39.0,2,0,633.0,22.0,2168.0,5781.0,2555,H,2,0.6,3
566,M,Quezon Province,4380,18062.0,646.0,2,1,2932.0,594.0,1217.0,27859.0,2190,L,2,0.66,5
567,M,Mindoro Occidental,2555,55688.0,2218.0,3,0,853.0,154.0,3204.0,16391.0,1460,L,4,0.64,4
568,S,Camiguin,3650,10719.0,2140.0,2,0,3266.0,439.0,646.0,1798.0,365,N,1,0.51,1
569,M,Isabela,3650,20453.0,510.0,0,2,1884.0,251.0,98.0,25906.0,3285,L,-1,0.65,5
570,M,Guimaras,10220,26391.0,128.0,1,0,2236.0,1509.0,387.0,64375.0,1460,U,2,0.79,9
571,U,Abra,2555,11258.0,148.0,2,0,219.0,623.0,822.0,36344.0,4380,U,6,0.58,2
572,M,Davao del Norte,29200,15102.0,502.0,3,0,1519.0,678.0,804.0,341.0,365,N,3,0.69,6
573,M,Sarangani,730,9625.0,396.0,2,1,942.0,30.0,996.0,4477.0,1095,U,-1,0.4,0
574,D,Mindoro Occidental,4745,23094.0,701.0,1,0,648.0,203.0,136.0,56375.0,1460,U,4,0.7,6
575,M,Manila,3285,12109.0,728.0,3,2,232.0,194.0,2640.0,8984.0,365,U,2,0.57,2
576,S,Davao Oriental,6570,5695.0,1093.0,2,1,682.0,978.0,1994.0,763.0,0,N,1,0.52,1
577,M,Sulu,2555,16656.0,2566.0,0,0,256.0,238.0,648.0,29906.0,2190,N,1,0.61,3
578,M,Zamboanga Del Sur,12410,3828.0,342.0,5,0,1630.0,3796.0,2666.0,21188.0,2920,L,7,0.68,6
579,U,Sorsogon,13870,5762.0,2402.0,1,0,40.0,726.0,935.0,4465.0,2190,L,5,0.62,4
580,D,Camarines Norte,4380,94625.0,1661.0,3,0,66.0,2554.0,2644.0,1938.0,365,H,1,0.62,3
581,M,Tarlac,24455,11859.0,76.0,2,1,2456.0,3622.0,347.0,35281.0,730,L,2,0.81,9
582,M,Mountain Province,4380,8594.0,546.0,1,2,246.0,202.0,492.0,24828.0,1460,U,4,0.63,4
583,M,Sorsogon,11315,27766.0,88.0,2,0,109.0,464.0,188.0,21453.0,1095,H,3,0.76,8
584,S,Agusan Del Norte,1095,29469.0,2242.0,2,1,519.0,1786.0,1213.0,8445.0,2555,N,2,0.5,1
585,O,Davao del Norte,3285,21328.0,892.0,0,0,1482.0,1683.0,1039.0,19406.0,3285,L,-1,0.61,3
586,M,Northern Samar,2920,20578.0,330.0,3,0,279.0,1468.0,948.0,5754.0,3285,N,4,0.57,2
587,D,Masbate,5110,5461.0,192.0,2,0,63.0,26.0,246.0,49406.0,1460,L,2,0.64,4
588,U,Catanduanes,23360,21125.0,3246.0,1,0,2906.0,324.0,1299.0,22266.0,3285,H,2,0.79,9
589,M,Negros Oriental,1825,10367.0,248.0,0,0,3282.0,39.0,48.0,8828.0,2920,N,3,0.51,1
590,D,Zamboanga Del Sur,5110,60938.0,1508.0,3,1,150.0,1552.0,12.0,7461.0,365,N,1,0.66,5
591,M,North Cotabato,13505,17688.0,3524.0,0,4,733.0,648.0,141.0,31938.0,1460,H,1,0.77,8
592,M,Masbate,1095,36906.0,878.0,1,0,278.0,333.0,1125.0,19625.0,1825,N,4,0.55,2
593,S,Sarangani,5840,19500.0,57.0,1,1,860.0,2658.0,1881.0,13781.0,4015,L,-1,0.65,5
594,M,Isabela,10585,11977.0,295.0,3,0,3010.0,560.0,340.0,18047.0,365,N,6,0.71,7
595,S,Lanao Del Norte,2190,6402.0,742.0,2,1,2150.0,974.0,64.0,1824.0,1460,L,-1,0.44,0
596,D,Quezon Province,5110,12062.0,432.0,2,0,253.0,187.0,432.0,18875.0,730,U,4,0.63,4
597,M,Negros Occidental,-29401,9641.0,1219.0,2,0,138.0,498.0,470.0,28438.0,2555,N,4,0.81,9
598,U,North Cotabato,6570,2174.0,2184.0,2,1,160.0,271.0,366.0,10773.0,5840,N,1,0.55,2
599,M,Bulacan,27010,1855.0,1062.0,1,0,1543.0,1039.0,1309.0,43469.0,1460,L,4,0.76,8
600,M,Southern Leyte,11680,14086.0,258.0,1,2,1653.0,159.0,3296.0,21922.0,1095,L,2,0.73,7
601,M,Ilocos Sur,730,21500.0,348.0,2,1,669.0,821.0,67.0,32656.0,2920,U,-1,0.52,1
602,U,Sulu,6935,6250.0,2350.0,0,1,338.0,1152.0,181.0,7562.0,4745,H,5,0.58,2
603,D,Sarangani,29930,12195.0,3058.0,1,0,2003.0,366.0,737.0,8375.0,2190,N,3,0.75,8
604,U,Davao Oriental,12775,5090.0,93.0,2,2,246.0,953.0,3240.0,37250.0,2555,L,4,0.7,6
605,S,Davao del Norte,6570,11531.0,79.0,0,2,4444.0,2228.0,879.0,8898.0,4380,L,6,0.62,4
606,D,Nueva Ecija,27010,184.0,2146.0,2,1,1636.0,1097.0,607.0,41625.0,2555,U,2,0.7,6
607,M,Maguindanao,6205,70.0,822.0,0,0,386.0,298.0,1672.0,2258.0,365,N,4,0.46,0
608,M,Davao Del Sur,5475,7590.0,1034.0,3,0,314.0,692.0,628.0,1247.0,1095,N,2,0.53,1
609,M,Davao del Norte,10585,33125.0,160.0,1,1,1015.0,387.0,107.0,1757.0,1825,U,4,0.66,5
610,D,Guimaras,6205,13891.0,1302.0,0,0,1158.0,2404.0,743.0,32844.0,365,N,4,0.67,5
611,M,Davao Oriental,-27941,11047.0,248.0,2,1,728.0,164.0,29.0,4027.0,2555,L,1,0.73,7
612,M,Bulacan,7665,78625.0,565.0,0,0,150.0,246.0,1446.0,33438.0,730,L,-1,0.79,9
613,M,Quezon Province,18615,206.0,1573.0,2,0,238.0,1828.0,334.0,8078.0,1825,N,2,0.62,3
614,M,Maguindanao,5110,10117.0,234.0,2,1,34.0,676.0,257.0,785.0,4015,H,6,0.53,1
615,M,Cebu,3285,29531.0,1714.0,2,2,1096.0,646.0,185.0,10156.0,365,L,2,0.61,3
616,M,Batangas,2555,722.0,858.0,3,0,817.0,2712.0,1738.0,16797.0,0,N,3,0.48,0
617,U,Davao del Norte,11315,10367.0,948.0,2,1,942.0,2386.0,18.0,8570.0,1095,L,3,0.65,5
618,M,Camarines Norte,20641,3670.0,221.0,1,1,665.0,1808.0,2380.0,22984.0,3285,N,1,0.73,7
619,U,Bataan,20276,9852.0,3.0,0,1,644.0,606.0,2118.0,63188.0,1460,L,4,0.79,9
620,M,Maguindanao,2555,3043.0,2376.0,1,0,110.0,1275.0,1417.0,5371.0,365,N,-1,0.48,0
621,S,Davao del Norte,14600,9805.0,2610.0,0,2,380.0,3190.0,686.0,36125.0,2920,U,2,0.75,8
622,U,Lanao Del Norte,2190,12023.0,267.0,2,1,586.0,362.0,134.0,4406.0,365,N,1,0.48,0
623,S,Nueva Vizcaya,2190,8039.0,329.0,3,1,20.0,1775.0,786.0,7461.0,365,L,7,0.5,1
624,S,Bulacan,23360,13070.0,956.0,1,0,766.0,294.0,262.0,2691.0,0,N,1,0.7,6
625,M,Pampanga,9855,10031.0,3034.0,3,0,442.0,2568.0,60.0,30359.0,2555,N,4,0.71,7
626,M,Quezon Province,9125,37562.0,673.0,0,2,1734.0,2468.0,179.0,57000.0,1460,U,6,0.79,9
627,S,Zamboanga Del Sur,24090,2064.0,3534.0,0,1,936.0,58.0,1111.0,12680.0,4015,N,2,0.69,6
628,S,Cagayan,2920,17812.0,2982.0,2,0,164.0,1470.0,428.0,8320.0,1460,U,2,0.57,2
629,S,Isabela,3650,35188.0,144.0,1,0,3098.0,928.0,33.0,60562.0,25550,L,2,0.7,6
630,D,Misamis Oriental,8760,1694.0,464.0,0,0,4844.0,1174.0,1448.0,32562.0,5110,N,4,0.63,4
631,S,Sorsogon,730,17500.0,290.0,1,0,2054.0,103.0,1488.0,3953.0,4745,U,-1,0.41,0
632,D,Cagayan,4745,32375.0,392.0,2,0,884.0,1164.0,23.0,19953.0,0,N,2,0.66,5
633,M,Bulacan,9125,72938.0,334.0,2,0,4756.0,690.0,135.0,9297.0,1825,H,4,0.74,8
634,M,Eastern Samar,26645,29141.0,83.0,2,1,692.0,1322.0,167.0,14969.0,1095,H,4,0.82,9
635,S,Camiguin,8030,8172.0,710.0,1,0,211.0,486.0,2346.0,6074.0,1825,N,2,0.61,3
636,M,Davao del Norte,-6570,15703.0,1631.0,1,1,77.0,1141.0,726.0,12875.0,0,N,3,0.66,5
637,D,Quezon Province,-18980,947.0,1983.0,3,0,410.0,152.0,820.0,1018.0,1460,N,5,0.55,2
638,S,Laguna,16790,16812.0,838.0,1,2,589.0,854.0,690.0,5805.0,1460,L,3,0.71,7
639,M,Maguindanao,1460,15859.0,211.0,1,0,183.0,1588.0,1906.0,31859.0,0,U,3,0.56,2
640,D,Biliran,730,22672.0,1288.0,1,0,1066.0,1024.0,1073.0,31516.0,365,L,-1,0.5,1
641,S,Isabela,16060,24234.0,2290.0,2,0,396.0,1548.0,179.0,21438.0,2555,U,1,0.77,8
642,M,Ilocos Sur,5110,21422.0,1382.0,1,1,2202.0,230.0,1134.0,2896.0,5840,N,4,0.59,3
643,S,Masbate,2555,14266.0,474.0,3,0,600.0,1058.0,378.0,2307.0,1825,N,2,0.5,1
644,M,Manila,10220,104250.0,1138.0,1,0,2696.0,73.0,1783.0,5352.0,730,L,-1,0.75,8
645,S,Camarines Norte,19345,30984.0,295.0,0,0,739.0,294.0,170.0,4156.0,365,N,2,0.73,7
646,U,Sarangani,22265,3777.0,533.0,1,1,3282.0,186.0,501.0,1467.0,730,N,2,0.61,3
647,M,Lanao Del Norte,-28306,20016.0,1580.0,0,0,408.0,1097.0,688.0,5090.0,4745,H,1,0.76,8
648,M,Negros Occidental,2920,80500.0,494.0,2,1,1288.0,1387.0,175.0,24594.0,3650,N,6,0.69,6
649,U,Zambales,-25386,22203.0,3212.0,2,0,720.0,2780.0,898.0,13852.0,2555,U,1,0.78,8
650,M,Albay,6205,3516.0,214.0,1,0,972.0,920.0,224.0,23875.0,4380,N,6,0.62,4
651,U,Negros Oriental,7665,7637.0,85.0,2,0,214.0,703.0,2400.0,63188.0,4745,L,5,0.69,6
652,D,Guimaras,3650,10922.0,914.0,2,1,26.0,2790.0,273.0,24750.0,0,L,3,0.6,3
653,M,Lanao Del Norte,15695,3250.0,188.0,2,2,264.0,1080.0,1041.0,95000.0,730,H,5,0.76,8
654,M,Aklan,5840,37656.0,115.0,0,0,250.0,1507.0,432.0,24203.0,1825,L,4,0.71,7
655,U,Nueva Ecija,14965,3906.0,912.0,2,2,46.0,2082.0,580.0,4523.0,365,H,4,0.61,3
656,D,Manila,30660,40500.0,800.0,0,0,480.0,1041.0,168.0,720.0,1095,N,1,0.73,7
657,S,Camarines Norte,4015,16812.0,970.0,1,0,229.0,1645.0,464.0,4004.0,10950,N,1,0.56,2
658,U,Pangasinan,29930,23141.0,1048.0,3,0,2404.0,7876.0,1498.0,19891.0,7665,N,2,0.81,9
659,S,Bulacan,3285,4098.0,884.0,3,2,474.0,230.0,1659.0,21266.0,2555,L,-1,0.56,2
660,D,Guimaras,23725,22188.0,10.0,2,0,2346.0,2104.0,480.0,43406.0,365,N,4,0.83,9
661,M,Lanao Del Norte,9490,23125.0,86.0,3,0,51.0,569.0,1537.0,7605.0,1825,U,4,0.69,6
662,D,Davao Oriental,7300,22406.0,942.0,1,0,361.0,407.0,984.0,18359.0,365,H,6,0.68,6
663,M,Misamis Oriental,16425,4164.0,984.0,1,0,1547.0,830.0,1047.0,6246.0,0,N,4,0.66,5
664,M,Agusan Del Sur,10220,11984.0,770.0,1,0,400.0,2620.0,97.0,10164.0,2190,L,3,0.68,6
665,S,Nueva Ecija,5475,22797.0,906.0,1,0,500.0,1460.0,1032.0,10477.0,1825,L,2,0.64,4
666,M,Davao del Norte,4380,2025.0,1970.0,1,0,517.0,155.0,223.0,56219.0,2555,N,5,0.61,3
667,D,Maguindanao,5110,41125.0,168.0,3,1,619.0,215.0,400.0,20766.0,1460,N,1,0.68,6
668,M,Manila,12045,50375.0,3234.0,1,1,272.0,732.0,1997.0,40094.0,2920,N,5,0.81,9
669,S,Catanduanes,5475,16797.0,623.0,1,1,1588.0,1230.0,1334.0,16438.0,1460,H,4,0.65,5
670,S,Ilocos Sur,16790,3658.0,14.0,2,2,4692.0,493.0,714.0,9828.0,2190,L,2,0.67,5
671,D,Mindoro Oriental,9125,27281.0,22.0,1,0,225.0,256.0,989.0,35156.0,1460,L,3,0.74,8
672,M,Camarines Norte,3650,44656.0,3862.0,0,1,1429.0,1116.0,413.0,30750.0,1825,N,1,0.69,6
673,U,Lanao Del Norte,23725,10188.0,147.0,2,0,948.0,830.0,880.0,25297.0,6935,L,4,0.76,8
674,M,Catanduanes,10950,11688.0,615.0,1,1,480.0,3404.0,840.0,88000.0,2190,L,7,0.78,8
675,S,Camarines Norte,5840,7086.0,245.0,2,1,1077.0,157.0,135.0,20922.0,13505,L,1,0.63,4
676,S,Sulu,3285,1996.0,1204.0,1,1,566.0,1822.0,1998.0,28641.0,365,L,2,0.55,1
677,M,Biliran,2190,65812.0,733.0,2,0,1540.0,1917.0,556.0,1796.0,730,L,4,0.55,2
678,M,Mindoro Occidental,8760,10812.0,1789.0,2,0,693.0,98.0,191.0,7957.0,1095,L,1,0.65,5
679,U,Cebu,3650,8266.0,175.0,1,1,157.0,1109.0,1224.0,15516.0,730,N,-1,0.57,2
680,M,Ilocos Sur,2555,33688.0,243.0,3,0,889.0,949.0,41.0,3566.0,730,N,4,0.56,2
681,U,Zamboanga Del Norte,13870,20453.0,328.0,2,0,4024.0,485.0,1388.0,27375.0,0,L,1,0.75,8
682,U,Mindoro Occidental,365,8312.0,1352.0,0,1,145.0,687.0,1270.0,18469.0,730,L,5,0.37,0
683,S,Lanao Del Norte,1825,18422.0,2778.0,1,0,1748.0,740.0,687.0,4516.0,730,H,6,0.5,1
684,M,Guimaras,4380,55031.0,466.0,1,0,3622.0,1620.0,802.0,8297.0,1460,L,1,0.66,5
685,U,Ilocos Sur,12045,4699.0,1177.0,2,1,1199.0,1538.0,652.0,9406.0,365,L,-1,0.63,4
686,D,Mindoro Occidental,8395,6656.0,274.0,1,1,3684.0,335.0,1101.0,11766.0,365,N,6,0.63,4
687,D,Zamboanga Del Norte,2555,5578.0,631.0,0,1,517.0,18.0,1247.0,7543.0,1825,U,7,0.49,0
688,M,Davao del Norte,4015,16156.0,2536.0,2,0,45.0,654.0,530.0,10992.0,730,L,1,0.61,3
689,M,Quezon Province,9490,58812.0,96.0,3,1,986.0,737.0,2056.0,1462.0,0,U,6,0.67,5
690,D,Quezon Province,18615,44688.0,1522.0,1,0,9.0,1414.0,2132.0,3473.0,1460,H,2,0.73,7
691,O,Metropolitan Manila,2190,16703.0,180.0,2,1,759.0,16.0,1445.0,7742.0,2190,N,1,0.52,1
692,S,Nueva Ecija,2555,40906.0,90.0,0,0,1903.0,127.0,578.0,4492.0,365,N,6,0.57,2
693,U,Davao Oriental,5110,22031.0,176.0,2,1,576.0,834.0,2866.0,7199.0,1825,L,3,0.61,3
694,D,Bataan,6205,71875.0,89.0,2,0,1302.0,239.0,1894.0,38219.0,2190,N,2,0.75,8
695,S,Camarines Norte,2555,11305.0,1394.0,2,1,2720.0,844.0,70.0,17203.0,1825,N,-1,0.57,2
696,M,Tarlac,730,2445.0,2690.0,2,2,248.0,626.0,321.0,14367.0,1095,U,2,0.4,0
697,S,Sarangani,2920,3443.0,224.0,0,0,1034.0,351.0,2526.0,13164.0,2920,N,-1,0.52,1
698,S,Camarines Norte,2190,15000.0,844.0,2,1,148.0,1516.0,702.0,81750.0,2920,H,2,0.63,4
699,M,Quezon Province,4015,44781.0,4276.0,1,0,676.0,1220.0,379.0,14898.0,1095,N,3,0.67,5
700,U,Catanduanes,4380,35000.0,1229.0,0,0,760.0,4820.0,60.0,6492.0,365,N,6,0.61,3
701,D,Manila,-18250,13477.0,83.0,1,1,648.0,266.0,2684.0,32031.0,365,L,4,0.77,8
702,S,Bohol,3285,62250.0,1268.0,3,2,2038.0,1347.0,49.0,2586.0,5110,L,1,0.59,3
703,M,Lanao Del Norte,9125,57281.0,267.0,1,1,3346.0,2284.0,492.0,4617.0,0,U,1,0.7,7
704,M,Davao del Norte,22265,310.0,1144.0,3,2,1460.0,1839.0,1936.0,11797.0,12045,L,2,0.65,5
705,S,Catanduanes,4745,340.0,270.0,1,1,324.0,1054.0,200.0,60438.0,730,U,-1,0.58,2
706,M,Bohol,5475,20438.0,1254.0,1,0,732.0,916.0,2442.0,17469.0,2190,U,4,0.67,5
